,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
20943,Asia,Master's,Y,N,780,1998,South,54233.53,Year,Y,Certified
20944,Europe,Bachelor's,Y,N,2166,1999,Northeast,135251.21,Year,Y,Certified
20945,Asia,Master's,Y,N,2115,1992,South,37157.58,Year,N,Certified
20946,Asia,Master's,N,N,843,1951,Midwest,86940.97,Year,Y,Certified
20947,Asia,Master's,N,N,2354,2014,South,562.2244,Hour,Y,Certified
20948,Asia,Master's,Y,N,3826,2003,Midwest,44680.62,Year,Y,Certified
20949,Asia,Master's,Y,N,597,2004,West,65856.64,Year,Y,Certified
20950,North America,Bachelor's,Y,N,6091,1867,Northeast,75390.02,Year,Y,Certified
20951,Asia,Bachelor's,N,N,5106,2013,West,97862.63,Year,Y,Denied
20952,Asia,High School,Y,N,4406,2010,West,30393.4,Year,Y,Denied
20953,Asia,Bachelor's,Y,N,342,1998,South,122131.77,Year,N,Certified
20954,Europe,Master's,N,N,5197,1981,Northeast,43845.17,Year,Y,Denied
20955,Asia,Master's,Y,N,2573,2000,Northeast,111835.62,Year,N,Certified
20956,Asia,Master's,Y,N,1777,1979,South,105.96,Hour,Y,Denied
20957,Asia,Bachelor's,N,N,569,1988,Midwest,311734.49,Year,Y,Certified
20958,Europe,Bachelor's,Y,N,734,1881,West,44179.02,Year,Y,Certified
20959,Africa,Bachelor's,Y,N,2431,1953,West,64762.73,Week,Y,Certified
20960,South America,Master's,N,N,4866,1998,West,123957.0,Year,Y,Denied
20961,Europe,Doctorate,Y,N,625,1885,West,61976.91,Year,Y,Certified
20962,Asia,Bachelor's,Y,N,2223,2001,Northeast,138363.18,Year,Y,Denied
20963,North America,Bachelor's,N,N,163,2010,South,155894.99,Year,N,Denied
20964,North America,Master's,Y,N,390,2004,West,52227.34,Year,Y,Denied
20965,Asia,Master's,N,N,1758,1995,South,99362.3,Year,Y,Denied
20966,Asia,Master's,Y,N,54356,2004,West,84870.17,Year,Y,Certified
20967,North America,Master's,N,N,86026,1999,West,87112.34,Year,N,Denied
20968,Asia,Bachelor's,N,N,990,1984,Midwest,172343.56,Year,Y,Certified
20969,Europe,Bachelor's,Y,N,29736,2010,South,5238.4,Year,Y,Denied
20970,North America,High School,N,N,4373,2011,Northeast,123502.09,Year,Y,Certified
20971,Asia,Bachelor's,Y,N,5310,2014,Northeast,44803.48,Year,Y,Denied
20972,North America,Master's,Y,N,3757,2001,Island,89035.17,Year,N,Denied
20973,Asia,Bachelor's,N,Y,230,1999,South,73114.98,Year,Y,Certified
20974,Asia,Bachelor's,N,N,1228,2007,South,93425.7,Year,Y,Certified
20975,Asia,Master's,Y,N,200,2007,South,148188.0,Year,N,Denied
20976,South America,Doctorate,N,Y,827,1956,West,67338.44,Year,Y,Certified
20977,North America,Bachelor's,Y,N,25936,1975,Northeast,30649.42,Year,Y,Certified
20978,Asia,Master's,Y,N,1921,2008,Midwest,54009.02,Year,Y,Certified
20979,Asia,Bachelor's,Y,N,3782,2003,Northeast,30849.39,Year,Y,Denied
20980,Europe,High School,N,N,152,1997,Northeast,48545.5,Year,Y,Certified
20981,Asia,Bachelor's,Y,N,103,1920,Midwest,72477.57,Year,Y,Certified
20982,South America,Doctorate,Y,N,185,1970,West,27702.73,Year,Y,Certified
20983,Asia,Bachelor's,Y,N,1397,2000,Northeast,136.3614,Hour,Y,Denied
20984,Europe,Doctorate,Y,N,-14,1989,Midwest,37012.8,Year,Y,Certified
20985,Europe,Master's,N,N,1859,1926,West,945.5997,Hour,Y,Certified
20986,Europe,High School,Y,N,627,1998,South,118509.0,Year,Y,Certified
20987,North America,High School,Y,N,3379,1809,Midwest,144686.78,Year,Y,Certified
20988,Asia,Master's,Y,N,236,2001,West,53361.87,Year,Y,Certified
20989,Europe,Bachelor's,Y,Y,2982,1997,South,86714.73,Year,Y,Denied
20990,Asia,High School,N,N,3417,2002,South,77.3424,Hour,Y,Certified
20991,Europe,Master's,Y,Y,4082,2008,West,64905.4,Year,Y,Certified
20992,Asia,Bachelor's,N,N,4205,1948,Northeast,42927.96,Year,Y,Certified
20993,Asia,Master's,N,N,425,1979,Midwest,134027.0,Year,N,Denied
20994,Europe,Bachelor's,Y,Y,3673,1840,West,56733.37,Year,Y,Certified
20995,Asia,Bachelor's,Y,N,434,2005,Northeast,52460.65,Year,Y,Certified
20996,Asia,Bachelor's,Y,N,1188,1999,Northeast,86485.23,Year,Y,Denied
20997,Asia,Master's,N,N,130,1999,South,126.67,Hour,Y,Certified
20998,Asia,Bachelor's,N,N,1263,1948,South,91209.93,Year,Y,Denied
20999,Africa,Doctorate,N,N,486,2002,Northeast,130161.11,Year,Y,Certified
21000,Asia,Master's,Y,N,1611,1906,Northeast,120428.72,Year,Y,Certified
21001,Asia,Bachelor's,Y,N,1948,1960,Northeast,39501.8,Year,Y,Certified
21002,Asia,Master's,N,N,1396,1981,Midwest,17391.4,Year,Y,Certified
21003,North America,Bachelor's,Y,N,1861,1979,South,94785.32,Year,Y,Certified
21004,Europe,High School,Y,N,5750,1948,West,31307.94,Year,Y,Denied
21005,North America,Doctorate,Y,N,5774,1987,Northeast,24747.86,Year,Y,Denied
21006,Asia,Bachelor's,Y,N,3821,2003,Northeast,720.4899,Hour,Y,Denied
21007,Europe,Bachelor's,Y,N,193,1991,Northeast,100988.61,Year,Y,Certified
21008,South America,Master's,Y,N,4608,1999,Northeast,141845.86,Year,Y,Denied
21009,Europe,Master's,Y,N,1341,1996,Midwest,99648.13,Year,Y,Certified
21010,South America,Doctorate,Y,N,4401,1998,Northeast,39041.64,Year,Y,Certified
21011,Asia,Master's,N,N,1751,1988,Midwest,106571.49,Year,Y,Certified
21012,Asia,Master's,N,Y,236220,1950,Northeast,121967.48,Year,Y,Denied
21013,North America,Master's,Y,N,1290,1995,Midwest,72745.29,Year,N,Certified
21014,North America,Master's,Y,N,90320,1837,Island,127248.19,Year,Y,Certified
21015,North America,Bachelor's,N,N,2440,1987,Northeast,652.8175,Hour,Y,Denied
21016,Asia,Bachelor's,N,N,9857,1998,South,106713.39,Year,Y,Certified
21017,Africa,Master's,Y,N,2413,1997,Northeast,62417.24,Year,Y,Certified
21018,Asia,Bachelor's,Y,N,3639,2000,Northeast,68523.41,Year,Y,Certified
21019,Asia,High School,N,N,569,2012,West,75130.63,Year,Y,Certified
21020,Africa,Master's,N,N,3394,1980,Northeast,64548.22,Year,Y,Certified
21021,Asia,Bachelor's,Y,N,2956,1925,South,76517.67,Year,N,Certified
21022,Asia,Bachelor's,N,N,2155,2004,West,58231.08,Year,Y,Certified
21023,Asia,Master's,N,N,142,2007,South,81273.91,Year,Y,Denied
21024,North America,High School,Y,N,164,1978,Northeast,55339.35,Year,Y,Certified
21025,Asia,Bachelor's,N,N,2149,1995,South,73118.95,Year,Y,Denied
21026,Asia,Master's,Y,N,3996,1911,West,38374.71,Year,Y,Certified
21027,Asia,Bachelor's,N,N,2871,2005,South,198982.95,Year,Y,Denied
21028,North America,Master's,Y,N,3661,1998,Northeast,58390.66,Year,Y,Certified
21029,Asia,Bachelor's,Y,N,2258,2001,South,41614.07,Year,Y,Certified
21030,Europe,Doctorate,Y,N,3372,2010,Northeast,33041.91,Year,Y,Certified
21031,Asia,Bachelor's,N,N,238,2005,Midwest,79623.51,Year,Y,Certified
21032,Asia,Master's,N,Y,3802,2006,South,52382.53,Year,Y,Certified
21033,Europe,Doctorate,N,N,1254,1951,West,43201.49,Year,Y,Certified
21034,Asia,Master's,N,N,170,2003,Northeast,79789.39,Year,Y,Certified
21035,Asia,Bachelor's,N,Y,500,1901,West,84460.97,Year,Y,Denied
21036,Asia,Master's,Y,N,3325,1993,Island,46557.41,Week,Y,Denied
21037,Asia,Bachelor's,Y,N,550,1993,Northeast,53855.08,Year,Y,Certified
21038,Asia,Master's,N,N,1044,2008,West,187394.72,Year,N,Denied
21039,Asia,Bachelor's,N,N,3650,1991,West,146144.84,Year,Y,Denied
21040,Asia,Bachelor's,Y,N,499,1996,Midwest,136654.23,Year,Y,Denied
21041,Asia,Bachelor's,Y,N,928,1995,South,421.8327,Hour,Y,Denied
21042,Asia,High School,Y,N,1290,1994,Island,101009.01,Year,Y,Denied
21043,Asia,High School,N,Y,2345,1945,Northeast,41363.32,Year,Y,Denied
21044,Asia,Master's,N,N,3689,2009,South,13368.33,Year,N,Certified
21045,Asia,Bachelor's,Y,N,3342,2004,Northeast,51414.73,Year,Y,Certified
21046,Asia,Bachelor's,Y,N,89379,1999,South,57050.55,Year,Y,Certified
21047,North America,Bachelor's,N,N,3574,2011,West,80366.28,Year,Y,Certified
21048,Asia,Master's,N,Y,1637,2009,West,86134.81,Year,Y,Certified
21049,Asia,Bachelor's,Y,N,3705,2000,Northeast,132074.35,Year,Y,Certified
21050,Europe,Master's,Y,N,1499,2013,South,42385.24,Year,Y,Certified
21051,Asia,Master's,N,N,1341,1996,South,76571.34,Year,Y,Certified
21052,Asia,Master's,Y,N,4411,1838,Northeast,87019.13,Year,N,Certified
21053,Europe,Master's,Y,N,3673,1857,Northeast,51813.46,Year,Y,Certified
21054,Asia,Bachelor's,N,N,673,1899,West,123879.29,Year,Y,Denied
21055,Asia,High School,Y,N,3091,2012,West,144.56,Hour,Y,Denied
21056,Asia,Bachelor's,N,N,1605,2003,West,51780.14,Year,Y,Denied
21057,Asia,High School,Y,N,10137,2006,Midwest,109795.77,Year,Y,Certified
21058,South America,Master's,Y,N,4421,1978,South,7308.36,Year,Y,Certified
21059,Europe,Master's,Y,N,4764,1993,West,7154.42,Year,Y,Denied
21060,Asia,Master's,Y,Y,2493,2006,South,93522.28,Year,Y,Certified
21061,Europe,Master's,N,N,526,1992,Northeast,45438.65,Year,Y,Certified
21062,Asia,Master's,N,N,3056,2000,Northeast,11434.13,Year,Y,Denied
21063,Asia,Master's,Y,N,5839,2006,Northeast,142618.18,Year,Y,Denied
21064,Asia,High School,Y,N,6797,1939,West,132497.19,Week,Y,Certified
21065,South America,Master's,Y,N,1727,2003,West,107754.33,Year,Y,Certified
21066,Asia,Master's,Y,Y,2185,2005,South,73126.84,Year,Y,Certified
21067,Asia,Master's,Y,N,1999,1998,Northeast,13485.12,Year,Y,Certified
21068,Asia,High School,Y,N,1824,2009,South,104161.29,Year,Y,Certified
21069,Asia,Bachelor's,N,N,5043,2009,Northeast,97476.21,Year,Y,Certified
21070,South America,Doctorate,Y,Y,4242,1840,Northeast,76172.83,Year,Y,Certified
21071,Asia,Master's,Y,N,4226,2008,Northeast,83632.5,Year,Y,Certified
21072,Asia,Bachelor's,N,N,1368,1999,South,64913.69,Year,Y,Certified
21073,Asia,Master's,N,Y,3433,2003,Northeast,73911.55,Year,Y,Certified
21074,Asia,Bachelor's,N,N,1264,1989,South,60481.93,Year,Y,Certified
21075,Europe,High School,N,N,2869,2005,South,37898.99,Year,Y,Certified
21076,Africa,Master's,Y,Y,1231,2007,Northeast,58058.32,Year,Y,Denied
21077,Asia,High School,N,N,442,2006,Midwest,319210.27,Year,Y,Denied
21078,South America,High School,Y,N,1711,2011,Northeast,66983.73,Year,Y,Certified
21079,Europe,Bachelor's,Y,N,831,1998,South,70269.84,Year,Y,Certified
21080,Asia,Master's,N,N,216,2003,Northeast,92660.44,Year,N,Certified
21081,Asia,Master's,Y,N,14944,2008,Midwest,62339.98,Year,Y,Certified
21082,Asia,Bachelor's,N,N,310,1864,Midwest,37325.28,Year,Y,Certified
21083,Europe,Master's,N,N,1680,1958,Midwest,87030.16,Year,Y,Certified
21084,Asia,Bachelor's,Y,N,1821,2006,West,554.3551,Hour,Y,Denied
21085,Europe,High School,N,N,1876,1985,Northeast,4524.62,Year,Y,Certified
21086,Europe,Doctorate,N,N,882,2007,West,27172.0,Year,Y,Denied
21087,Asia,Master's,Y,N,395,1998,Northeast,187357.98,Year,Y,Denied
21088,Asia,Bachelor's,Y,N,3396,2012,South,44070.67,Year,Y,Certified
21089,North America,Master's,Y,N,2556,1983,Northeast,50443.0,Year,Y,Certified
21090,Asia,High School,N,N,2495,2005,Midwest,110.51,Hour,Y,Denied
21091,Europe,Bachelor's,Y,N,1002,1998,West,100143.75,Year,Y,Certified
21092,Asia,Bachelor's,N,N,199,1998,South,47966.47,Year,Y,Denied
21093,North America,Master's,Y,N,1834,1971,Northeast,2862.98,Year,Y,Certified
21094,Europe,Bachelor's,N,N,830,2002,Midwest,61343.58,Year,Y,Certified
21095,Africa,Bachelor's,N,N,439,2001,Northeast,125579.78,Year,Y,Denied
21096,Asia,Master's,N,N,3283,1979,West,102471.03,Year,Y,Denied
21097,Asia,Master's,N,N,1485,2001,South,118885.06,Year,Y,Denied
21098,Asia,High School,Y,N,763,1995,South,95098.81,Year,Y,Certified
21099,Asia,Master's,Y,N,390,2005,South,112869.05,Year,Y,Certified
21100,Europe,Doctorate,N,N,3752,2013,West,104.17,Year,Y,Certified
21101,Asia,Master's,N,N,3070,1969,West,522.8648,Hour,Y,Denied
21102,North America,Master's,N,N,1053,1993,Midwest,41255.31,Year,Y,Certified
21103,Asia,Bachelor's,Y,N,2112,2009,South,1637.26,Year,Y,Certified
21104,North America,High School,N,N,2855,2001,West,18459.35,Year,Y,Denied
21105,Europe,Doctorate,Y,Y,2208,1981,South,45234.24,Year,Y,Certified
21106,Asia,Master's,Y,N,2283,1853,Midwest,73979.78,Year,Y,Certified
21107,Europe,Master's,Y,N,3772,1995,West,20016.38,Year,Y,Certified
21108,Asia,Master's,N,N,1843,1985,Midwest,117377.07,Year,N,Denied
21109,Asia,Bachelor's,Y,N,1236,1838,West,37463.46,Year,Y,Denied
21110,Asia,Master's,N,N,1061,1999,Midwest,91678.98,Year,N,Certified
21111,Europe,Bachelor's,Y,N,3095,1986,South,140109.33,Year,Y,Certified
21112,Asia,High School,N,N,3677,1983,Midwest,137530.62,Year,Y,Certified
21113,North America,Bachelor's,N,N,4685,1994,South,153.73,Hour,Y,Denied
21114,Asia,Bachelor's,N,N,1806,1909,Northeast,114.78,Hour,Y,Denied
21115,Asia,Bachelor's,Y,N,693,1988,Northeast,32870.46,Year,Y,Certified
21116,Africa,High School,Y,N,1220,2002,Northeast,127935.21,Year,Y,Certified
21117,Asia,High School,N,N,4507,2003,Midwest,89494.92,Year,Y,Certified
21118,Europe,Doctorate,Y,N,4053,2013,West,100399.78,Year,Y,Certified
21119,Asia,Bachelor's,Y,N,15003,2003,South,48697.6,Year,Y,Certified
21120,Asia,Bachelor's,N,N,2580,2013,West,95254.9,Year,Y,Certified
21121,Asia,Doctorate,N,N,1042,1839,West,239.1755,Hour,Y,Denied
21122,Asia,Bachelor's,N,N,3534,2010,West,120174.36,Year,Y,Denied
21123,Asia,Master's,N,N,1415,1968,Midwest,3708.18,Year,N,Denied
21124,Asia,Bachelor's,Y,N,1574,2004,Northeast,188453.92,Year,Y,Certified
21125,Asia,Master's,Y,N,2763,2011,South,28808.16,Year,Y,Certified
21126,Asia,Master's,N,N,768,2007,Northeast,121109.74,Year,N,Certified
21127,Asia,High School,N,N,671,1998,Northeast,27294.38,Year,Y,Denied
21128,Asia,Bachelor's,N,N,941,1989,South,64296.24,Year,Y,Certified
21129,Asia,Master's,Y,N,3458,2010,West,54534.07,Year,N,Denied
21130,Europe,Bachelor's,Y,N,1213,2002,South,143203.58,Year,N,Denied
21131,Asia,Bachelor's,N,N,1438,1998,West,219.0587,Hour,Y,Denied
21132,Asia,Master's,N,N,3587,2010,South,67091.34,Year,Y,Certified
21133,Asia,Bachelor's,Y,N,440,1943,Northeast,37612.22,Year,Y,Denied
21134,North America,Bachelor's,N,N,1038,2006,Midwest,9189.48,Year,Y,Denied
21135,Europe,Bachelor's,N,N,2000,2006,West,52082.06,Year,Y,Certified
21136,North America,High School,Y,N,2058,1999,West,222.3969,Hour,Y,Denied
21137,Europe,Doctorate,Y,N,1827,1996,South,25961.02,Year,Y,Certified
21138,Asia,Bachelor's,Y,N,902,1937,West,62190.7,Year,Y,Denied
21139,Africa,High School,N,N,428,1997,Midwest,51379.91,Year,Y,Certified
21140,Asia,Master's,N,N,3040,2001,Midwest,97134.47,Year,Y,Certified
21141,South America,Doctorate,Y,N,1982,1998,Northeast,91580.95,Year,Y,Certified
21142,Asia,High School,N,N,699,2011,South,133819.93,Year,Y,Certified
21143,Asia,Bachelor's,N,Y,2245,1992,Northeast,30681.5,Year,Y,Certified
21144,Asia,High School,Y,N,2446,2001,South,119398.54,Year,Y,Denied
21145,Asia,Master's,Y,N,3457,2006,Northeast,33084.03,Year,Y,Denied
21146,Asia,Master's,N,N,5752,2004,West,91930.57,Year,Y,Certified
21147,Asia,Master's,N,N,4032,1856,Midwest,225324.61,Year,Y,Certified
21148,North America,High School,Y,N,3063,1998,Northeast,70586.26,Year,Y,Certified
21149,Asia,Bachelor's,Y,N,4048,2001,Midwest,36300.36,Year,Y,Certified
21150,North America,Bachelor's,Y,N,2403,1990,Northeast,136911.13,Year,Y,Denied
21151,Asia,Master's,Y,N,4133,1994,South,48863.44,Year,Y,Certified
21152,Asia,Bachelor's,Y,N,297,2007,South,66896.42,Year,Y,Certified
21153,Asia,Master's,N,N,746,1985,South,162632.99,Year,Y,Certified
21154,North America,Bachelor's,Y,N,1535,2005,Northeast,119.9211,Hour,Y,Denied
21155,Asia,Master's,N,N,1834,2011,Northeast,108038.2,Year,Y,Certified
21156,Asia,Bachelor's,N,Y,764,1981,Midwest,83055.54,Year,Y,Certified
21157,Oceania,High School,Y,N,1333,2002,South,15412.09,Week,Y,Certified
21158,South America,High School,Y,Y,2384,2010,Northeast,51517.11,Year,Y,Certified
21159,Asia,Bachelor's,Y,N,139,1938,Northeast,6036.67,Year,Y,Denied
21160,Asia,High School,Y,N,455,1992,Midwest,90758.95,Year,Y,Denied
21161,Asia,Bachelor's,N,N,2058,2015,South,115412.76,Year,Y,Certified
21162,Asia,Master's,Y,N,906,2007,South,198565.41,Year,N,Certified
21163,Oceania,Bachelor's,N,Y,3974,2004,South,104042.52,Year,Y,Certified
21164,Asia,Master's,N,N,561,1968,Midwest,114603.53,Year,Y,Certified
21165,Africa,Bachelor's,Y,Y,1221,2001,Midwest,53384.6,Year,Y,Certified
21166,Asia,Bachelor's,Y,N,3211,2002,Northeast,242673.44,Year,Y,Certified
21167,North America,Bachelor's,N,N,3065,1855,Northeast,699.9581,Hour,Y,Denied
21168,Asia,Bachelor's,N,N,82,1852,Midwest,70080.79,Year,Y,Certified
21169,Asia,Doctorate,Y,N,48469,1976,Northeast,242507.42,Year,Y,Denied
21170,Asia,Master's,Y,N,1963,1996,Midwest,111.59,Hour,Y,Certified
21171,Asia,Master's,Y,N,2495,2001,Northeast,16605.21,Year,N,Certified
21172,Asia,Bachelor's,N,N,2631,1875,South,8930.17,Year,Y,Denied
21173,South America,Bachelor's,Y,N,1198,1963,Northeast,74318.66,Year,Y,Denied
21174,North America,Master's,Y,N,1694,2006,Midwest,123993.41,Year,Y,Certified
21175,North America,Bachelor's,N,N,4096,1908,West,448.3287,Hour,Y,Denied
21176,North America,High School,N,N,4538,2004,Island,46499.75,Year,Y,Certified
21177,Asia,Bachelor's,Y,N,7828,1857,West,28538.06,Year,Y,Certified
21178,North America,High School,Y,N,1970,1958,West,36552.61,Year,Y,Certified
21179,Asia,Master's,Y,N,97,2011,Northeast,45970.23,Year,Y,Certified
21180,Africa,Master's,Y,N,268,2004,South,5863.7,Year,Y,Certified
21181,Asia,Master's,N,Y,1119,1986,South,64912.19,Year,Y,Certified
21182,Europe,Bachelor's,Y,N,11136,2004,West,21539.32,Year,Y,Certified
21183,Asia,Bachelor's,N,N,4425,2002,South,157126.11,Year,Y,Certified
21184,Asia,Bachelor's,N,N,4029,2012,West,34340.49,Year,Y,Denied
21185,Asia,Bachelor's,N,N,411,2005,West,174689.15,Year,Y,Certified
21186,Asia,Master's,Y,N,3501,1974,South,51564.66,Year,N,Certified
21187,Asia,Master's,Y,N,2288,1974,Northeast,678.2778,Hour,Y,Denied
21188,Asia,Master's,Y,N,15150,2000,Northeast,76387.04,Year,Y,Certified
21189,Asia,Master's,N,N,1908,1960,Northeast,72183.71,Year,N,Denied
21190,Asia,Master's,Y,N,6410,2000,Island,143492.14,Year,Y,Denied
21191,Asia,Bachelor's,Y,N,5933,2004,Northeast,24953.34,Year,Y,Denied
21192,Asia,Bachelor's,N,Y,1232,2003,South,141438.55,Year,Y,Certified
21193,Asia,Master's,Y,N,1557,1995,Midwest,129996.95,Year,N,Certified
21194,North America,Master's,Y,N,1097,1855,South,37986.57,Year,N,Denied
21195,Asia,Master's,Y,N,2070,1987,Island,244049.04,Year,Y,Certified
21196,Europe,Bachelor's,N,N,3610,1993,South,17877.73,Year,Y,Certified
21197,Asia,Master's,Y,N,4435,1831,Northeast,37156.05,Year,Y,Certified
21198,Asia,Bachelor's,N,Y,1109,1909,Midwest,274436.62,Year,Y,Certified
21199,North America,Bachelor's,Y,N,1491,1981,South,2927.32,Year,Y,Denied
21200,Europe,Doctorate,N,N,4689,2003,West,198146.37,Year,Y,Certified
21201,Asia,Master's,Y,N,3592,2014,South,35740.7,Year,Y,Certified
21202,Asia,Bachelor's,Y,N,1678,2007,South,240609.17,Year,Y,Denied
21203,Asia,Bachelor's,Y,N,1066,2002,South,32926.01,Year,Y,Certified
21204,North America,Doctorate,Y,N,1652,1887,West,1286.31,Year,Y,Certified
21205,North America,Master's,Y,N,4482,1911,Northeast,22955.19,Year,Y,Certified
21206,Asia,Bachelor's,N,N,1914,1996,Northeast,45538.92,Year,Y,Certified
21207,Europe,High School,N,N,2322,1994,West,45328.72,Year,Y,Certified
21208,Asia,Master's,Y,N,5059,2008,South,83451.18,Year,N,Denied
21209,Europe,Bachelor's,Y,N,2658,1985,Northeast,115396.28,Year,Y,Denied
21210,Asia,Doctorate,Y,N,2540,1973,South,150958.97,Year,Y,Certified
21211,Europe,Master's,Y,N,982,1997,Midwest,171220.38,Year,Y,Certified
21212,Asia,Bachelor's,N,N,43580,1997,West,119.03,Hour,Y,Denied
21213,Asia,Bachelor's,Y,Y,2665,1977,South,36586.04,Year,Y,Certified
21214,Asia,Master's,Y,N,221,1881,South,82523.91,Year,N,Denied
21215,Europe,Doctorate,Y,N,918,2005,Northeast,50714.64,Year,Y,Certified
21216,Asia,Bachelor's,N,N,1023,1986,Northeast,469.7719,Hour,Y,Denied
21217,Asia,Bachelor's,N,Y,2237,1999,South,63269.11,Year,Y,Certified
21218,Asia,Master's,N,N,4092,1852,South,147550.66,Year,Y,Denied
21219,Europe,Master's,N,Y,780,1946,West,35224.9,Year,Y,Certified
21220,Europe,Master's,Y,N,1822,1999,South,8389.71,Year,Y,Certified
21221,Asia,Bachelor's,N,N,833,1982,South,143768.97,Year,Y,Certified
21222,Asia,Bachelor's,Y,N,3245,2001,Midwest,5893.84,Year,Y,Denied
21223,Asia,Bachelor's,Y,N,2465,2011,Midwest,92761.47,Year,Y,Certified
21224,Asia,Bachelor's,Y,N,1906,2008,West,96837.38,Year,Y,Certified
21225,Asia,Master's,Y,N,84,1918,Midwest,69494.95,Year,Y,Certified
21226,Asia,High School,Y,N,3279,1976,West,129765.37,Year,N,Denied
21227,Asia,Doctorate,N,N,694,2004,Northeast,48445.49,Year,Y,Denied
21228,Asia,Master's,Y,N,113592,1989,Northeast,231149.93,Year,Y,Certified
21229,Asia,High School,Y,N,2135,2010,West,60525.63,Year,Y,Certified
21230,Europe,Master's,Y,N,22533,1853,West,57062.5,Year,Y,Denied
21231,Europe,Doctorate,Y,N,1758,1978,Northeast,31651.06,Year,Y,Denied
21232,Asia,Bachelor's,N,N,3194,1994,South,110.6383,Hour,Y,Denied
21233,Europe,Bachelor's,N,Y,746,2011,South,25237.95,Year,Y,Certified
21234,Asia,Doctorate,N,N,3284,2013,Midwest,127370.6,Year,Y,Certified
21235,Asia,Bachelor's,N,N,5588,1998,South,66435.87,Year,N,Certified
21236,Asia,Bachelor's,Y,N,2835,1980,South,31425.15,Year,Y,Denied
21237,Asia,Master's,Y,N,3774,1971,Northeast,83223.97,Year,Y,Certified
21238,Asia,Bachelor's,N,N,338605,1984,Northeast,72788.85,Year,Y,Denied
21239,North America,Master's,Y,N,1726,1993,Midwest,45558.65,Year,Y,Certified
21240,Asia,Bachelor's,N,N,873,1998,Northeast,90518.9,Year,Y,Certified
21241,Asia,Bachelor's,N,N,2409,2005,West,98429.7,Year,Y,Certified
21242,Asia,Master's,Y,N,378,2007,Northeast,494.7105,Hour,Y,Denied
21243,Europe,Master's,Y,N,1550,1996,Northeast,90216.04,Year,Y,Certified
21244,Asia,Master's,N,N,928,2001,South,58487.94,Year,Y,Denied
21245,Asia,Master's,Y,N,2646,1999,South,45782.27,Year,N,Denied
21246,Asia,Master's,Y,N,400,1900,Northeast,125240.69,Year,Y,Denied
21247,Asia,Bachelor's,Y,N,5799,2002,South,46539.06,Year,Y,Certified
21248,Asia,Bachelor's,Y,N,918,1991,Northeast,67143.76,Year,Y,Certified
21249,Asia,High School,N,N,1694,2009,Midwest,76582.51,Year,Y,Denied
21250,Asia,Bachelor's,N,N,29528,1965,West,179291.59,Year,Y,Certified
21251,Asia,Bachelor's,N,N,494,2000,Northeast,6537.59,Year,Y,Certified
21252,Asia,Master's,Y,N,3507,2005,West,90658.0,Week,N,Denied
21253,Europe,Doctorate,Y,N,959,2013,West,1380.46,Year,Y,Certified
21254,Asia,Master's,N,N,1034,2006,West,20587.69,Year,Y,Denied
21255,North America,High School,N,N,-25,1987,South,99405.47,Year,N,Denied
21256,Asia,Master's,N,N,4575,2008,West,76327.31,Year,N,Certified
21257,Asia,Master's,N,N,427,1990,Midwest,216225.65,Year,Y,Denied
21258,Europe,Master's,Y,Y,277,1996,South,25331.81,Year,Y,Certified
21259,Asia,Master's,Y,N,2031,1993,South,91545.59,Year,N,Certified
21260,Asia,Bachelor's,N,N,922,1978,South,30797.67,Year,Y,Certified
21261,Asia,Bachelor's,Y,N,669,1949,Northeast,4875.38,Year,Y,Certified
21262,Asia,Bachelor's,N,N,1400,1929,Midwest,33665.06,Year,N,Certified
21263,Asia,Master's,N,N,1945,1987,West,136961.1,Year,Y,Denied
21264,Oceania,Master's,N,N,2450,1999,Northeast,126597.1,Year,Y,Denied
21265,Asia,Bachelor's,N,N,1603,2008,West,16639.36,Year,Y,Certified
21266,North America,Bachelor's,N,N,60,1998,South,90167.68,Year,N,Certified
21267,Asia,Bachelor's,N,N,2771,1989,Northeast,124745.51,Year,Y,Denied
21268,North America,Bachelor's,N,N,3176,1997,South,121722.79,Year,Y,Certified
21269,Asia,High School,Y,N,373,1985,West,35733.49,Year,Y,Denied
21270,Europe,Doctorate,Y,N,70,2009,South,36221.79,Year,Y,Certified
21271,Asia,High School,Y,N,2353,1895,West,135437.65,Year,Y,Denied
21272,Asia,Doctorate,N,Y,9317,1984,Midwest,89787.25,Year,Y,Denied
21273,Asia,High School,Y,N,2338,1891,South,43659.02,Year,Y,Certified
21274,Asia,Bachelor's,Y,N,1994,1891,Northeast,19787.53,Year,Y,Certified
21275,Asia,High School,N,N,181,1983,South,53472.28,Year,Y,Denied
21276,Asia,Bachelor's,Y,N,1786,1981,West,98742.02,Year,Y,Certified
21277,North America,Bachelor's,Y,N,2817,1876,West,110339.19,Year,Y,Certified
21278,Europe,Bachelor's,Y,N,4748,2004,South,115890.81,Year,Y,Certified
21279,Asia,Bachelor's,N,N,625,1978,West,51105.9,Year,Y,Denied
21280,South America,Doctorate,Y,N,1255,2011,South,64649.21,Year,Y,Certified
21281,Asia,Bachelor's,Y,N,2190,1929,Northeast,33466.52,Year,Y,Denied
21282,Asia,Master's,N,N,1275,1968,Northeast,73760.29,Year,Y,Certified
21283,Europe,Bachelor's,Y,Y,6407,1986,West,48641.73,Year,Y,Certified
